regime,prediction_column,row_count,MAE,RMSE,bias,median_absolute_error,p90_absolute_error,p95_absolute_error,sMAPE,R2
holiday,pred_LightGBM_with_p0054n_exact_dayahead_advanced_price,563,127.69260242900604,164.7733673183433,-1.7277408279314628,98.75398979238616,274.8321839935993,310.85793493096344,0.056388329866656074,0.8762860386259774
holiday,pred_XGBoost_no_price,563,110.63830219155179,145.8539430300618,22.97351973415296,84.75077844531256,247.5457780531251,291.90314189062514,0.0494868721660293,0.9030649077268367
holiday,pred_XGBoost_with_p0054n_exact_dayahead_advanced_price,563,115.04307514806268,150.1630685254442,44.90398692304059,88.02120540624992,254.3842862406249,302.24152862968754,0.05159222461762457,0.8972525746792261
morning_ramp,pred_HGB_no_price,1432,164.31393697328207,237.66343857325396,-44.876785900073436,105.05473446655515,404.76911400653,534.0356545261559,0.06668211364355367,0.7960853589754838
morning_ramp,pred_HGB_with_p0054n_exact_dayahead_advanced_price,1432,161.81117304593255,234.20625170727303,-47.96357460626826,103.41839060883467,396.2855870654835,528.3929981541759,0.06568049907055108,0.8019747256298543
morning_ramp,pred_ExtraTrees_no_price,1432,179.9942198054351,262.4564103854833,-81.31181177132589,112.42952925155441,465.4491469672934,596.5308994500322,0.07230858198690154,0.7513216220750099
morning_ramp,pred_ExtraTrees_with_p0054n_exact_dayahead_advanced_price,1432,165.52440246002092,244.44202861946576,-69.4623689932572,99.55958546346346,428.2041784345064,550.1663869181693,0.06651242646811575,0.7842874488737782
morning_ramp,pred_LightGBM_no_price,1432,168.3112425196915,238.9788127328851,-74.99496269600763,106.98121294821146,402.89344889669314,554.7072363911572,0.06852517421185922,0.7938219371485344
morning_ramp,pred_LightGBM_with_p0054n_exact_dayahead_advanced_price,1432,164.67408444703742,231.42561289853845,-69.72853208457452,107.44166852392505,391.8570795820697,523.647558145771,0.06723172906366669,0.8066489647849628
morning_ramp,pred_XGBoost_no_price,1432,163.21477954344877,229.9093283540941,-56.853019421623976,107.91654586718755,401.36473452890624,513.9741781210937,0.06642945521254368,0.8091743097626273
morning_ramp,pred_XGBoost_with_p0054n_exact_dayahead_advanced_price,1432,163.16543217832893,231.5146964971645,-54.028712954898005,106.18653717968755,392.0027558296876,522.0973483257815,0.06636164448382356,0.8065000813409098
evening_peak,pred_HGB_no_price,3575,178.99252853267757,242.92847809744018,-115.78872819518396,126.26646479798319,424.76608715989903,552.1420902007046,0.06962789482966415,0.7901736881572912
evening_peak,pred_HGB_with_p0054n_exact_dayahead_advanced_price,3575,178.2553306018514,245.91131942378217,-115.80591741399942,121.22497689092825,429.13213486422353,566.9056165647326,0.06901204199761124,0.7849892727186298
evening_peak,pred_ExtraTrees_no_price,3575,202.1346981373507,277.0746664313888,-149.2592941523773,134.29483741256809,515.5176926194126,617.7854051394357,0.07766986797915869,0.7270414349846106
evening_peak,pred_ExtraTrees_with_p0054n_exact_dayahead_advanced_price,3575,191.83606888828342,266.6527053045848,-135.4167243810902,126.11715849217512,493.08805160702843,601.6636583102919,0.07340181050165233,0.7471895180881769
evening_peak,pred_LightGBM_no_price,3575,199.53282156655447,267.51969241412814,-145.79374634849384,141.17284460717428,479.10856345555396,576.013745446405,0.07766193253681417,0.7455428837354992
evening_peak,pred_LightGBM_with_p0054n_exact_dayahead_advanced_price,3575,187.80699540530108,250.71092642113746,-130.29211591973518,136.61206300970935,456.7116977013616,550.8364160508147,0.07304815019001007,0.7765143658265967
evening_peak,pred_XGBoost_no_price,3575,183.98952412056164,246.53389227041754,-122.30386088941202,133.01764739843748,442.29940994062486,545.2143497921874,0.07162951914909671,0.7838992107637341
evening_peak,pred_XGBoost_with_p0054n_exact_dayahead_advanced_price,3575,184.24227608297008,249.9404677646826,-120.57713947605984,130.18099255468746,444.63720763125,561.9786443999997,0.07155068262987399,0.7778858407056104
summer_low_load,pred_HGB_no_price,3311,113.3577781767849,145.433031753022,80.8651328059872,87.7696682796959,242.6981340685627,278.95029113075077,0.06243015154610522,0.4766926713221792
summer_low_load,pred_HGB_with_p0054n_exact_dayahead_advanced_price,3311,111.18626185111586,143.31552373907354,75.35512817868127,86.59306857357888,244.427846492458,277.00795135583496,0.06124648163513353,0.4918204647119834
summer_low_load,pred_ExtraTrees_no_price,3311,118.35821224484843,154.841630983021,93.01526138067109,91.59173779421963,256.16821089934706,290.8906949271377,0.06526739704732075,0.40679312467533935
